Judul Masakan,Waktu Masak,Tingkat Kesulitan,Jumlah Porsi,Bahan-bahan,URL Sumber,Bahan-bahan_cleaned,Bahan-bahan_cleaned_nostop,bahan-bahan_fix,Waktu Masak (menit),Jumlah Porsi (int),Tingkat Kesulitan (ordinal),bahan_list,asam jawa,bawang,bawang merah,bawang putih,cabai,cabai hijau,cabai merah,cabai rawit,cengkih,cuka,daging ayam,daging kambing,daging sapi,daun bawang,daun jeruk,daun salam,garam,gula,gula merah,gula pasir,ikan,jagung,jahe,jamur,jeruk nipis,kacang,kaldu ayam,kaldu sapi,kayu manis,kecap manis,kemangi,kemiri,kencur,ketumbar,kol,kunyit,lengkuas,limau,merica,santan,seledri,serai,tahu,telur,tempe,tomat,udang,wijen,wortel
Resep Bola Ubi Ungu Isi Sambal Roa untuk Takjil Ramadan,1jam,Mudah,4 Porsi,"400 g ubi ungu, 70 g tepung tapioka, 1 sdt baking powder, 1 sdtRoyco Kaldu Ayam, 180 g sambal roa, 50 g tepung terigu, 2 butir telur ayam, kocok lepas, 200 g tepung panko/tepung panir kasar, minyak, untuk menggoreng",https://www.masakapahariini.com/resep/resep-bola-ubi-ungu-isi-sambal-roa/,"['g', 'ubi', 'ungu', 'g', 'tepung', 'tapioka', 'sdt', 'baking', 'powder', 'sdtroyco', 'kaldu', 'ayam', 'g', 'sambal', 'roa', 'g', 'tepung', 'terigu', 'butir', 'telur', 'ayam', 'kocok', 'lepas', 'g', 'tepung', 'pankotepung', 'panir', 'kasar', 'minyak', 'untuk', 'menggoreng']","['ubi', 'ungu', 'tepung', 'tapioka', 'baking', 'kaldu', 'ayam', 'sambal', 'roa', 'tepung', 'terigu', 'telur', 'ayam', 'tepung', 'pankotepung', 'panir', 'minyak']","kaldu ayam, telur",60,4,1.0,"['kaldu ayam', 'telur']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Resep Palumara Khas Makassar, Masakan Ikan yang Legendaris",1j 30mnt,Sedang,4 Porsi,"700 g ikan bandeng, bersihkan, potong 2, 2 buah tomat, belah 4, 1 batang serai, memarkan, 2 lembar daun jeruk, 1 sdm air asam jawa, 3 butir bawang merah, iris halus, 2 siung bawang putih, iris halus, 3 buah cabai rawit merah, 2 buah cabai merah, buang biji, iris serong, 300 ml air, 2 sdtRoyco Kaldu Ayam, ¼ sdt merica putih bubuk, 1 sdt gula merah, sisir halus, 2 sdm minyak, untuk menumis, 5 butir bawang merah, 3 siung bawang putih, 1 sdt kunyit bubuk, 1 sdt ketumbar, 25 g kemangi, petiki daunnya",https://www.masakapahariini.com/resep/resep-palumara-khas-makassar/,"['g', 'ikan', 'bandeng', 'bersihkan', 'potong', 'buah', 'tomat', 'belah', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'jeruk', 'sdm', 'air', 'asam', 'jawa', 'butir', 'bawang', 'merah', 'iris', 'halus', 'siung', 'bawang', 'putih', 'iris', 'halus', 'buah', 'cabai', 'rawit', 'merah', 'buah', 'cabai', 'merah', 'buang', 'biji', 'iris', 'serong', 'ml', 'air', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'gula', 'merah', 'sisir', 'halus', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdt', 'kunyit', 'bubuk', 'sdt', 'ketumbar', 'g', 'kemangi', 'petiki', 'daunnya']","['ikan', 'bandeng', 'tomat', 'serai', 'daun', 'jeruk', 'asam', 'jawa', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'rawit', 'merah', 'cabai', 'merah', 'kaldu', 'ayam', 'merica', 'putih', 'gula', 'merah', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'ketumbar', 'kemangi', 'daunnya']","bawang putih, bawang merah, kaldu ayam, cabai merah, cabai rawit, daun jeruk, gula merah, asam jawa, merica, serai, ketumbar, tomat, kunyit, ikan, kemangi",90,4,2.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'gula merah', 'asam jawa', 'merica', 'serai', 'ketumbar', 'tomat', 'kunyit', 'ikan', 'kemangi']",1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"Resep Ketupat Kandangan, Sajian Kaya Protein Khas Banjarmasin",1j 30mnt,Sedang,4 Porsi,"1 ekor (600 g) ikan mujair, 1 sdm air jeruk nipis, 1 sdm air asam jawa, ½ sdt garam, 7 butir bawang merah, 3 siung bawang putih, 3 butir kemiri, 1 sdt ketumbar bubuk, 1 cm jahe, 1 sdt jintan bubuk, 1 batang serai, memarkan, 2 lembar daun jeruk, buang tulang daunnya, iris, 2 sdtRoyco Kaldu Ayam, 1 sdt gula pasir, 1 sdt merica putih bubuk, 200 ml santan encer, 500 ml air, 3 sdm minyak, untuk menumis, 2 buah ketupat, potong setebal 3 cm, bawang merah goreng, untuk taburan",https://www.masakapahariini.com/resep/resep-ketupat-kandangan/,"['ekor', 'g', 'ikan', 'mujair', 'sdm', 'air', 'jeruk', 'nipis', 'sdm', 'air', 'asam', 'jawa', 'sdt', 'garam', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sdt', 'ketumbar', 'bubuk', 'cm', 'jahe', 'sdt', 'jintan', 'bubuk', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'jeruk', 'buang', 'tulang', 'daunnya', 'iris', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'gula', 'pasir', 'sdt', 'merica', 'putih', 'bubuk', 'ml', 'santan', 'encer', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'buah', 'ketupat', 'potong', 'setebal', 'cm', 'bawang', 'merah', 'goreng', 'untuk', 'taburan']","['ikan', 'mujair', 'jeruk', 'nipis', 'asam', 'jawa', 'garam', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'ketumbar', 'jahe', 'jintan', 'serai', 'daun', 'jeruk', 'tulang', 'daunnya', 'kaldu', 'ayam', 'gula', 'pasir', 'merica', 'putih', 'santan', 'minyak', 'ketupat', 'setebal', 'bawang', 'merah', 'goreng', 'taburan']","bawang putih, bawang merah, kaldu ayam, daun jeruk, gula pasir, jeruk nipis, asam jawa, garam, merica, serai, jahe, kemiri, ketumbar, santan, ikan",90,4,2.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'daun jeruk', 'gula pasir', 'jeruk nipis', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'kemiri', 'ketumbar', 'santan', 'ikan']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Resep Pecak Ikan Gurame, Ramaikan Suasana Santap Siang",1jam,Mudah,2 Porsi,"500 g ikan gurame, 2 sdm air jeruk nipis, ½ sdtRoyco Kaldu Ayam, ½ sdt ketumbar bubuk, 500 ml minyak, untuk menggoreng, 8 buah cabai rawit, 7 buah cabai merah keriting, 8 butir bawang merah, 2 siung bawang putih, 1 cm kencur, 2 cm jahe, 2 cm kunyit, 1 sdm air jeruk limau, 3 buah tomat hijau, belah 2, 2 lembar daun jeruk, 1 batang serai, memarkan, 2 sdm air asam jawa, 300 ml air, 2 sdtRoyco Kaldu Ayam, 1 sdt gula pasir, ½ sdt merica putih bubuk",https://www.masakapahariini.com/resep/resep-pecak-ikan-gurame/,"['g', 'ikan', 'gurame', 'sdm', 'air', 'jeruk', 'nipis', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'ketumbar', 'bubuk', 'ml', 'minyak', 'untuk', 'menggoreng', 'buah', 'cabai', 'rawit', 'buah', 'cabai', 'merah', 'keriting', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'kencur', 'cm', 'jahe', 'cm', 'kunyit', 'sdm', 'air', 'jeruk', 'limau', 'buah', 'tomat', 'hijau', 'belah', 'lembar', 'daun', 'jeruk', 'batang', 'serai', 'memarkan', 'sdm', 'air', 'asam', 'jawa', 'ml', 'air', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'gula', 'pasir', 'sdt', 'merica', 'putih', 'bubuk']","['ikan', 'gurame', 'jeruk', 'nipis', 'kaldu', 'ayam', 'ketumbar', 'minyak', 'cabai', 'rawit', 'cabai', 'merah', 'keriting', 'bawang', 'merah', 'bawang', 'putih', 'kencur', 'jahe', 'kunyit', 'jeruk', 'limau', 'tomat', 'hijau', 'daun', 'jeruk', 'serai', 'asam', 'jawa', 'kaldu', 'ayam', 'gula', 'pasir', 'merica', 'putih']","bawang putih, bawang merah, kaldu ayam, cabai merah, cabai rawit, daun jeruk, gula pasir, jeruk nipis, asam jawa, limau, merica, serai, jahe, ketumbar, tomat, kunyit, ikan, kencur",60,2,1.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'gula pasir', 'jeruk nipis', 'asam jawa', 'limau', 'merica', 'serai', 'jahe', 'ketumbar', 'tomat', 'kunyit', 'ikan', 'kencur']",1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"Resep Taoge Goreng, Satu yang Klasik dari Bogor",1jam,Mudah,4 Porsi,"200 g taoge, siangi, seduh air panas, 150 g mi telur, rebus, 2 bungkus lontong, iris, 3 siung bawang putih, 5 butir bawang merah, 2 buah cabai merah, 150 g oncom, potong kotak, 6 sdm taoco manis, 2 batang kucai, potong-potong, 2 batang serai, memarkan, 2 lembar daun salam, 4 sdmBango Kecap Manis, 2 sdtRoyco Kaldu Ayam, ½ sdt gula pasir, ½ sdt merica putih bubuk, 500 ml air, 3 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-taoge-goreng/,"['g', 'taoge', 'siangi', 'seduh', 'air', 'panas', 'g', 'mi', 'telur', 'rebus', 'bungkus', 'lontong', 'iris', 'siung', 'bawang', 'putih', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'g', 'oncom', 'potong', 'kotak', 'sdm', 'taoco', 'manis', 'batang', 'kucai', 'potongpotong', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'salam', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'gula', 'pasir', 'sdt', 'merica', 'putih', 'bubuk', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis']","['taoge', 'mi', 'telur', 'bungkus', 'lontong', 'bawang', 'putih', 'bawang', 'merah', 'cabai', 'merah', 'oncom', 'taoco', 'manis', 'kucai', 'serai', 'daun', 'salam', 'kecap', 'manis', 'kaldu', 'ayam', 'gula', 'pasir', 'merica', 'putih', 'minyak']","bawang putih, bawang merah, kecap manis, kaldu ayam, cabai merah, daun salam, gula pasir, merica, serai, telur",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula pasir', 'merica', 'serai', 'telur']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Resep Rabeg Daging Sapi, Hidangan Favoritnya Sultan Banten",1jam,Mudah,4 Porsi,"350 g daging sapi bagian gandik, potong dadu 3 cm, 250 g daging sapi bagian sandung lamur, potong kotak 2 cm, 1 buah ubi jalar oranye, 10 butir bawang merah, iris tipis, 6 siung bawang putih, iris tipis, 3 buah cabai merah besar, iris serong, 3 lembar daun salam, 2 cm jahe, iris tipis, 2 sdmBango Kecap Manis, 1 cm lengkuas, 1 sdt garam, ½ sdt merica putih bubuk, 1 sdt gula merah, ½ sdt asam jawa, larutkan 1 sdm air panas, 700 ml air, 3 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-rabeg-daging-sapi/,"['g', 'daging', 'sapi', 'bagian', 'gandik', 'potong', 'dadu', 'cm', 'g', 'daging', 'sapi', 'bagian', 'sandung', 'lamur', 'potong', 'kotak', 'cm', 'buah', 'ubi', 'jalar', 'oranye', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'siung', 'bawang', 'putih', 'iris', 'tipis', 'buah', 'cabai', 'merah', 'besar', 'iris', 'serong', 'lembar', 'daun', 'salam', 'cm', 'jahe', 'iris', 'tipis', 'sdmbango', 'kecap', 'manis', 'cm', 'lengkuas', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'gula', 'merah', 'sdt', 'asam', 'jawa', 'larutkan', 'sdm', 'air', 'panas', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis']","['daging', 'sapi', 'gandik', 'daging', 'sapi', 'sandung', 'lamur', 'ubi', 'jalar', 'oranye', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'daun', 'salam', 'jahe', 'kecap', 'manis', 'lengkuas', 'garam', 'merica', 'putih', 'gula', 'merah', 'asam', 'jawa', 'minyak']","bawang putih, bawang merah, kecap manis, cabai merah, daun salam, daging sapi, gula merah, asam jawa, garam, merica, jahe, lengkuas",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daging sapi', 'gula merah', 'asam jawa', 'garam', 'merica', 'jahe', 'lengkuas']",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Kalio Iga Kambing Khas Palembang, Pilihan Sehat untuk Keluarga",35mnt,Mudah,4 Porsi,"1 kg daging iga kambing, lepaskan dari ruas iga, potong dadu, 8 butir kapulaga, 4 sdmBango Kecap Manis, 6 lembar daun jeruk, 3 cm kayu manis, 100 g nanas, kupas, potong dadu, 1 L air, 6 sdm minyak, untuk menumis, 4 butir bawang merah, 4 siung bawang putih, 5 cm jahe, 5 cm kunyit, 1 butir kemiri, sangrai, 1 sdt ketumbar, 1 sdt garam, 1 sdt merica putih bubuk",https://www.masakapahariini.com/resep/resep-kalio-iga-kambing-khas-palembang/,"['kg', 'daging', 'iga', 'kambing', 'lepaskan', 'dari', 'ruas', 'iga', 'potong', 'dadu', 'butir', 'kapulaga', 'sdmbango', 'kecap', 'manis', 'lembar', 'daun', 'jeruk', 'cm', 'kayu', 'manis', 'g', 'nanas', 'kupas', 'potong', 'dadu', 'l', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'jahe', 'cm', 'kunyit', 'butir', 'kemiri', 'sangrai', 'sdt', 'ketumbar', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk']","['daging', 'iga', 'kambing', 'lepaskan', 'iga', 'kapulaga', 'kecap', 'manis', 'daun', 'jeruk', 'kayu', 'manis', 'nanas', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'jahe', 'kunyit', 'kemiri', 'ketumbar', 'garam', 'merica', 'putih']","bawang putih, bawang merah, kecap manis, daun jeruk, kayu manis, garam, merica, jahe, kemiri, ketumbar, kunyit",35,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'daun jeruk', 'kayu manis', 'garam', 'merica', 'jahe', 'kemiri', 'ketumbar', 'kunyit']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Pallu Camba, Satu Sisi Unik dari Kuliner Makassar",40mnt,Mudah,4 Porsi,"1 ekor ayam 800 gr, 2 buah kentang, potong dan goreng, 7 sdmBango Kecap Manis, 8 butir bawang merah, iris tipis, 3 siung bawang putih, iris tipis, 2 sdm air Jawa, 2 buah bunga pala, ¾ sdt pala bubuk, ¼ sdt merica putih bubuk, 750 ml air, 2 sdm minyak",https://www.masakapahariini.com/resep/resep-pallu-camba/,"['ekor', 'ayam', 'gr', 'buah', 'kentang', 'potong', 'dan', 'goreng', 'sdmbango', 'kecap', 'manis', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'siung', 'bawang', 'putih', 'iris', 'tipis', 'sdm', 'air', 'jawa', 'buah', 'bunga', 'pala', 'sdt', 'pala', 'bubuk', 'sdt', 'merica', 'putih', 'bubuk', 'ml', 'air', 'sdm', 'minyak']","['ayam', 'gr', 'kentang', 'goreng', 'kecap', 'manis', 'bawang', 'merah', 'bawang', 'putih', 'jawa', 'bunga', 'pala', 'pala', 'merica', 'putih', 'minyak']","bawang putih, bawang merah, kecap manis, merica",40,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'merica']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Garu Balanga Khas Ternate, Pilihan Eksotis di Akhir Pekan",45mnt,Mudah,6 Porsi,"500 g daging sapi sengkel, potong kotak 3 cm, 4 sdmBango Kecap Manis, 4 cm kayu manis, ½ pala bubuk, ¼ sdt merica putih bubuk, ¼ sdt garam, 1.2 L air, 5 siung bawang putih, 8 butir bawang merah, 3 buah cabai merah, ¼ sdt jintan, 1 sdt ketumbar, sangrai",https://www.masakapahariini.com/resep/resep-garu-balanga-khas-ternate/,"['g', 'daging', 'sapi', 'sengkel', 'potong', 'kotak', 'cm', 'sdmbango', 'kecap', 'manis', 'cm', 'kayu', 'manis', 'pala', 'bubuk', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'garam', 'l', 'air', 'siung', 'bawang', 'putih', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'sdt', 'jintan', 'sdt', 'ketumbar', 'sangrai']","['daging', 'sapi', 'kecap', 'manis', 'kayu', 'manis', 'pala', 'merica', 'putih', 'garam', 'bawang', 'putih', 'bawang', 'merah', 'cabai', 'merah', 'jintan', 'ketumbar']","bawang putih, bawang merah, kecap manis, cabai merah, daging sapi, kayu manis, garam, merica, ketumbar",45,6,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daging sapi', 'kayu manis', 'garam', 'merica', 'ketumbar']",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Semur Ayam dan Nasi Minyak, Masakan Khas Samarinda Wajib Coba",50mnt,Mudah,2 Porsi,"½ ekor ayam, potong-potong, 6 sdmBango Kecap Manis, ¼ sdt cuka, 2 lembar daun salam, sobek-sobek, 800 ml air, 8 butir bawang merah, iris, 3 siung bawang putih, iris, ½ sdt pala bubuk, ¼ sdt merica putih bubuk, ¼ sdt garam, minyak, untuk menggoreng",https://www.masakapahariini.com/resep/resep-semur-ayam-masakan-khas-samarinda/,"['ekor', 'ayam', 'potongpotong', 'sdmbango', 'kecap', 'manis', 'sdt', 'cuka', 'lembar', 'daun', 'salam', 'sobeksobek', 'ml', 'air', 'butir', 'bawang', 'merah', 'iris', 'siung', 'bawang', 'putih', 'iris', 'sdt', 'pala', 'bubuk', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'garam', 'minyak', 'untuk', 'menggoreng']","['ayam', 'kecap', 'manis', 'cuka', 'daun', 'salam', 'sobeksobek', 'bawang', 'merah', 'bawang', 'putih', 'pala', 'merica', 'putih', 'garam', 'minyak']","bawang putih, bawang merah, kecap manis, daun salam, garam, merica, cuka",50,2,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'garam', 'merica', 'cuka']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Semur Daging Sengkel Khas Wonogiri, Gurihnya Susah Ditolak",1jam,Mudah,4 Porsi,"500 g daging sapi sengkel, potong-potong, 2 lembar daun salam, 2 cm lengkuas, 1 sdm gula merah jawa, 1 L santan, 5 sdmBango Kecap Manis, ¼ sdt merica putih bubuk, ½ sdt garam, 2 sdm minyak, untuk menumis, 3 siung bawang putih, 8 butir bawang merah, 2 buah cabai merah, 1 buah keluak, 4 butir kemiri, sangrai",https://www.masakapahariini.com/resep/resep-semur-daging-sengkel/,"['g', 'daging', 'sapi', 'sengkel', 'potongpotong', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'sdm', 'gula', 'merah', 'jawa', 'l', 'santan', 'sdmbango', 'kecap', 'manis', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'garam', 'sdm', 'minyak', 'untuk', 'menumis', 'siung', 'bawang', 'putih', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'buah', 'keluak', 'butir', 'kemiri', 'sangrai']","['daging', 'sapi', 'daun', 'salam', 'lengkuas', 'gula', 'merah', 'jawa', 'santan', 'kecap', 'manis', 'merica', 'putih', 'garam', 'minyak', 'bawang', 'putih', 'bawang', 'merah', 'cabai', 'merah', 'keluak', 'kemiri']","bawang putih, bawang merah, kecap manis, cabai merah, daun salam, daging sapi, gula merah, garam, merica, lengkuas, kemiri, santan",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daging sapi', 'gula merah', 'garam', 'merica', 'lengkuas', 'kemiri', 'santan']",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Resep Semur Jengkol Geprek, Acara Makan Bareng Jadi Lebih Seru",1j 30mnt,Sedang,8 Porsi,"1 kg jengkol, pilih yang tua, 1 batang serai, memarkan, 2 lembar daun salam, 5 sdmBango Kecap Manis, 500 ml air, 2 sdm minyak, 8 butir bawang merah, 4 siung bawang putih, 5 buah cabai merah, 1 sdm ketumbar, 5 butir kemiri, 1 sdt garam",https://www.masakapahariini.com/resep/resep-semur-jengkol-geprek/,"['kg', 'jengkol', 'pilih', 'yang', 'tua', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'salam', 'sdmbango', 'kecap', 'manis', 'ml', 'air', 'sdm', 'minyak', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'sdm', 'ketumbar', 'butir', 'kemiri', 'sdt', 'garam']","['jengkol', 'pilih', 'yang', 'tua', 'serai', 'daun', 'salam', 'kecap', 'manis', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'ketumbar', 'kemiri', 'garam']","bawang putih, bawang merah, kecap manis, cabai merah, daun salam, garam, serai, kemiri, ketumbar",90,8,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'garam', 'serai', 'kemiri', 'ketumbar']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Resep Sayur Asem Jawa Timur, Enak dan Kuahnya Segar",1jam,Mudah,4 Porsi,"100 g buncis, potong 3 cm, 10 buah belimbing wuluh, 2 buah wortel, potong bulat tebal 1 cm, 200 gr jagung putren, belah 2 memanjang, 10 buah cabai rawit merah, 2 L air, 6 butir bawang merah, iris, 3 siung bawang putih, iris, 2 lembar daun salam, 2 cm lengkuas, memarkan, 4 sdt garam, 1 sdt gula pasir, 3 sdmBango Kecap Manis",https://www.masakapahariini.com/resep/resep-sayur-asem-jawa-timur/,"['g', 'buncis', 'potong', 'cm', 'buah', 'belimbing', 'wuluh', 'buah', 'wortel', 'potong', 'bulat', 'tebal', 'cm', 'gr', 'jagung', 'putren', 'belah', 'memanjang', 'buah', 'cabai', 'rawit', 'merah', 'l', 'air', 'butir', 'bawang', 'merah', 'iris', 'siung', 'bawang', 'putih', 'iris', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdt', 'garam', 'sdt', 'gula', 'pasir', 'sdmbango', 'kecap', 'manis']","['buncis', 'belimbing', 'wuluh', 'wortel', 'bulat', 'gr', 'jagung', 'putren', 'cabai', 'rawit', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'daun', 'salam', 'lengkuas', 'garam', 'gula', 'pasir', 'kecap', 'manis']","bawang putih, bawang merah, kecap manis, cabai rawit, daun salam, gula pasir, garam, lengkuas, wortel, jagung",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai rawit', 'daun salam', 'gula pasir', 'garam', 'lengkuas', 'wortel', 'jagung']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Resep Mie Ongklok, Menu Paling Khas Dari Wonosobo",1jam,Mudah,2 Porsi,"150 g mi kuning, seduh air panas, tiriskan, 2 lembar kol, iris, 50 g taoge, 100 g fillet ayam, iris tipis, 3 butir bakso sapi, iris bulat, 2 siung bawang putih, 2 sdmBango Kecap Manis, 1 sdt tepung maizena, larutkan dengan 3 sdm air, 1 garam, merica putih bubuk, 2 sdm minyak, untuk menumis, 150 ml air, ½ sdtRoyco Kaldu Ayam",https://www.masakapahariini.com/resep/resep-mie-ongklok-khas-wonosobo/,"['g', 'mi', 'kuning', 'seduh', 'air', 'panas', 'tiriskan', 'lembar', 'kol', 'iris', 'g', 'taoge', 'g', 'fillet', 'ayam', 'iris', 'tipis', 'butir', 'bakso', 'sapi', 'iris', 'bulat', 'siung', 'bawang', 'putih', 'sdmbango', 'kecap', 'manis', 'sdt', 'tepung', 'maizena', 'larutkan', 'dengan', 'sdm', 'air', 'garam', 'merica', 'putih', 'bubuk', 'sdm', 'minyak', 'untuk', 'menumis', 'ml', 'air', 'sdtroyco', 'kaldu', 'ayam']","['mi', 'kuning', 'kol', 'taoge', 'ayam', 'bakso', 'sapi', 'bulat', 'bawang', 'putih', 'kecap', 'manis', 'tepung', 'maizena', 'garam', 'merica', 'putih', 'minyak', 'kaldu', 'ayam']","bawang putih, kecap manis, kaldu ayam, garam, merica, kol",60,2,1.0,"['bawang putih', 'kecap manis', 'kaldu ayam', 'garam', 'merica', 'kol']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
